Code,label,iname
"Growing tree nut(s) in combination with fruit(s) with no one fruit (or family of fruit or of tree nuts) accounting for one-half of the establishments agricultural production (i.e., value of crops for market)--are classified in U.S. Industry 111336, Fruit and Tree Nut Combination Farming.",naics_definition,0d002f08-8f37-11e7-b164-1cc1de329608
"Manufacturing sporting goods helmets and protective equipment--are classified in Industry 339920, Sporting and Athletic Goods Manufacturing.",naics_definition,0d141900-8f37-11e7-b164-1cc1de329608
"Operating and maintaining satellite networks--are classified in Industry 517410, Satellite Telecommunications;",naics_definition,0d17f00c-8f37-11e7-b164-1cc1de329608
"Manufacturing cast iron pipe and fittings--are classified in U.S. Industry 331511, Iron Foundries;",naics_definition,0d0c7a38-8f37-11e7-b164-1cc1de329608
"Managing and operating arenas, stadiums, theaters, or other related facilities and promoting and organizing performing arts productions, sports events, and similar events at those facilities--are classified in Industry 711310, Promoters of Performing Arts, Sports, and Similar Events with Facilities; and",naics_definition,0d1bbdc8-8f37-11e7-b164-1cc1de329608
"Establishments publishing exclusively on the Internet are classified in Industry 51913, Internet Publishing and Broadcasting and Web Search Portals;",naics_definition,0d17ef4c-8f37-11e7-b164-1cc1de329608
"Operating mechanical or water rides on a concession basis in amusement parks, fairs, and carnivals or operating a single attraction, such as a waterslide--are classified in Industry 713990, All Other Amusement and Recreation Industries;",naics_definition,0d1f8d7c-8f37-11e7-b164-1cc1de329608
"Operating and maintaining wired telecommunications networks--are classified in U.S. Industry 517311, Wired Telecommunications Carriers;",naics_definition,0d17f00a-8f37-11e7-b164-1cc1de329608
"Producing and distributing a channel of television programming for cable or satellite television systems--are classified in Industry 51521, Cable and Other Subscription Programming;",naics_definition,0d17efe8-8f37-11e7-b164-1cc1de329608
"Establishments of CPAs are classified in U.S. Industry 541211, Offices of Certified Public Accountants;",naics_definition,0d1bbe98-8f37-11e7-b164-1cc1de329608
"Manufacturing and finishing apparel--are classified in Subsector 315, Apparel Manufacturing;",naics_definition,0d08ae6e-8f37-11e7-b164-1cc1de329608
"Establishments primarily engaged in listing employment vacancies and in selecting, referring, and placing applicants in employment are classified in Industry 56131, Employment Placement Agencies and Executive Search Services;",naics_definition,0d1bbf04-8f37-11e7-b164-1cc1de329608
"Retailing furniture via electronic home shopping, mail-order, or direct sale--are classified in Subsector 454, Nonstore Retailers;",naics_definition,0d141b34-8f37-11e7-b164-1cc1de329608
"Planing purchased lumber or manufacturing cut stock or dimension stock (i.e., shapes) from logs or bolts--are classified in Industry 32191, Millwork.",naics_definition,0d08af06-8f37-11e7-b164-1cc1de329608
"Converting paperboard without manufacturing paperboard--are classified in Industry Group 3222, Converted Paper Product Manufacturing; and",naics_definition,0d08af86-8f37-11e7-b164-1cc1de329608
"Buying, pooling, and repackaging mortgages or home loans for sale to others on the secondary market--are classified in U.S. Industry 522294, Secondary Market Financing.",naics_definition,0d2363b0-8f37-11e7-b164-1cc1de329608
"Used merchandise stores operated by religious organizations are classified in Industry 453310, Used Merchandise Stores.",naics_definition,0d2362d0-8f37-11e7-b164-1cc1de329608
"Constructing power and communication transmission lines--are classified in Industry 237130, Power and Communication Line and Related Structures Construction; and",naics_definition,0d00317e-8f37-11e7-b164-1cc1de329608
"Manufacturing motor vehicle air-conditioning systems and compressors--are classified in Industry 33639, Other Motor Vehicle Parts Manufacturing.",naics_definition,0d10528c-8f37-11e7-b164-1cc1de329608
"Providing factory conversion, overhaul, and rebuilding of aircraft--are classified in Industry 33641, Aerospace Product and Parts Manufacturing;",naics_definition,0d17ee82-8f37-11e7-b164-1cc1de329608
"Manufacturing electric vacuum cleaners for commercial, industrial, and institutional uses, and mechanical carpet sweepers--are classified in U.S. Industry 333318, Other Commercial and Service Industry Machinery Manufacturing; and",naics_definition,0d105486-8f37-11e7-b164-1cc1de329608
"Manufacturing travel trailers with self-contained facilities for storage of water and waste--are classified in U.S. Industry 336214, Travel Trailer and Camper Manufacturing; and",naics_definition,0d08af50-8f37-11e7-b164-1cc1de329608
"Retailing fresh fruits and vegetables--are classified in Industry 445230, Fruit and Vegetable Markets;",naics_definition,0d141bf0-8f37-11e7-b164-1cc1de329608
"Manufacturing canned and frozen specialty foods containing meat, such as nationality foods (e.g., enchiladas, egg rolls, pizza) and frozen dinners--are classified in Industry Group 3114, Fruit and Vegetable Preserving and Specialty Food Manufacturing.",naics_definition,0d08ad22-8f37-11e7-b164-1cc1de329608
"Locating underground utility lines prior to digging--are classified in Industry 561990, All Other Support Services; and",naics_definition,0d003124-8f37-11e7-b164-1cc1de329608
"Manufacturing meat-based animal feeds from carcasses--are classified in Industry 31111, Animal Food Manufacturing;",naics_definition,0d08ad2c-8f37-11e7-b164-1cc1de329608
"Merchant wholesale distribution of pretzels (except frozen)--are classified in Industry 424490, Other Grocery and Related Products Merchant Wholesalers.",naics_definition,0d141a72-8f37-11e7-b164-1cc1de329608
"Manufacturing prefabricated metal buildings, panels, and sections--are classified in Industry 33231, Plate Work and Fabricated Structural Product Manufacturing;",naics_definition,0d0c794e-8f37-11e7-b164-1cc1de329608
"The independent practice of physical, occupational, and speech therapy, and audiology--are classified in Industry 621340, Offices of Physical, Occupational and Speech Therapists, and Audiologists; and",naics_definition,0d1f8c54-8f37-11e7-b164-1cc1de329608
"Retailing used nonmotorized bicycles, surfboards, or wind sailboards--are classified in Industry 45331, Used Merchandise Stores;",naics_definition,0d141b06-8f37-11e7-b164-1cc1de329608
"Manufacturing blank magnetic and optical recording media--are classified in U.S. Industry 334613, Blank Magnetic and Optical Recording Media Manufacturing;",naics_definition,0d105382-8f37-11e7-b164-1cc1de329608
"The independent practice of mental health (except physicians)--are classified in Industry 621330, Offices of Mental Health Practitioners (except Physicians);",naics_definition,0d1f8c52-8f37-11e7-b164-1cc1de329608
"Criminal and civil law enforcement, police, traffic safety, and similar activities related to the enforcement of law--are classified in Industry 922120, Police Protection;",naics_definition,0d236378-8f37-11e7-b164-1cc1de329608
"Establishments primarily engaged in the merchant wholesale distribution of oil well machinery and equipment are classified in Industry 423830, Industrial Machinery and Equipment Merchant Wholesalers.",naics_definition,0d141a18-8f37-11e7-b164-1cc1de329608
"Farm raising shellfish--are classified in U.S. Industry 112512, Shellfish Farming; and",naics_definition,0d002f88-8f37-11e7-b164-1cc1de329608
"Repairing or servicing sporting goods, without retailing new sporting goods--are classified in Industry 811490, Other Personal and Household Goods Repair and Maintenance; and",naics_definition,0d17ec62-8f37-11e7-b164-1cc1de329608
"Reselling telecommunications services (except satellite telecommunications), without operating a network--are classified in U.S. Industry 517911, Telecommunications Resellers;",naics_definition,0d17effe-8f37-11e7-b164-1cc1de329608
"Establishments primarily engaged in growing fresh green beans and peas are classified in U.S. Industry 111219, Other Vegetable (except Potato) and Melon Farming.",naics_definition,0d002eb6-8f37-11e7-b164-1cc1de329608
"Manufacturing military armored vehicles--are classified in U.S. Industry 336992, Military Armored Vehicle, Tank, and Tank Component Manufacturing; and",naics_definition,0d105514-8f37-11e7-b164-1cc1de329608
"Manufacturing wood television, stereo, and sewing machine cabinets (i.e., housings)--are classified in U.S. Industry 321999, All Other Miscellaneous Wood Product Manufacturing;",naics_definition,0d1055f0-8f37-11e7-b164-1cc1de329608
"Operating facilities for separating and sorting recyclable materials from nonhazardous waste streams (i.e., garbage) and/or for sorting commingled recyclable materials, such as paper, plastics, and metal cans, into distinct categories--are classified in Industry 56292, Materials Recovery Facilities; and",naics_definition,0d1f8b38-8f37-11e7-b164-1cc1de329608
"Retailing specialized new apparel, such as raincoats, bridal gowns, leather coats, fur apparel, and swimwear--are classified in Industry 448190, Other Clothing Stores;",naics_definition,0d141c5e-8f37-11e7-b164-1cc1de329608
"Operating landfills for the disposal of nonhazardous solid waste--are classified in U.S. Industry 562212, Solid Waste Landfill;",naics_definition,0d1f8b76-8f37-11e7-b164-1cc1de329608
"Manufacturing prefabricated wood buildings or wood sections and panels for buildings--are classified in U.S. Industry 321992, Prefabricated Wood Building Manufacturing.",naics_definition,0d08af64-8f37-11e7-b164-1cc1de329608
"Manufacturing mayonnaise, dressings, and prepared sauces (except tomato-based and gravy)--are classified in U.S. Industry 311941, Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing;",naics_definition,0d08add6-8f37-11e7-b164-1cc1de329608
"Providing audio services for film, television, and video productions--are classified in Industry 512240, Sound Recording Studios; and",naics_definition,0d17ef9e-8f37-11e7-b164-1cc1de329608
"Rendering or refining animal fats and oils--are classified in Industry 31161, Animal Slaughtering and Processing.",naics_definition,0d003226-8f37-11e7-b164-1cc1de329608
"HMO establishments (except those providing health care services) primarily engaged in underwriting and administering health and medical insurance policies are classified in U.S. Industry 524114, Direct Health and Medical Insurance Carriers.",naics_definition,0d1f8c6a-8f37-11e7-b164-1cc1de329608
"Establishments providing veterans insurance are classified in Subsector 524, Insurance Carriers and Related Activities; and",naics_definition,0d236392-8f37-11e7-b164-1cc1de329608
"Merchant wholesale distribution of dairy products--are classified in Industry 424430, Dairy Product (except Dried or Canned) Merchant Wholesalers;",naics_definition,0d141a8a-8f37-11e7-b164-1cc1de329608
"Operating independent trucking terminals--are classified in Industry 48849, Other Support Activities for Road Transportation; and",naics_definition,0d17edd8-8f37-11e7-b164-1cc1de329608
"Providing automotive repair and maintenance--are classified in Industry Group 8111, Automotive Repair and Maintenance;",naics_definition,0d17eeca-8f37-11e7-b164-1cc1de329608
"Serving as legislative bodies--are classified in Industry 921120, Legislative Bodies.",naics_definition,0d236342-8f37-11e7-b164-1cc1de329608
"Providing railroad car rental--are classified in U.S. Industry 532411, Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing;",naics_definition,0d17eea0-8f37-11e7-b164-1cc1de329608
"Manufacturing natural food colorings--are classified in Industry 31194, Seasoning and Dressing Manufacturing.",naics_definition,0d08b090-8f37-11e7-b164-1cc1de329608
"Providing escrow services (except real estate)--are classified in U.S. Industry 523991, Trust, Fiduciary, and Custody Activities.",naics_definition,0d1bbd24-8f37-11e7-b164-1cc1de329608
"Distributing advertising specialties (e.g., keychains, magnets, or pens with customized messages imprinted) to clients who wish to use such materials for promotional purposes--are classified in Industry 541890, Other Services Related to Advertising.",naics_definition,0d1bbf96-8f37-11e7-b164-1cc1de329608
"Collecting and/or hauling waste within a local area--are classified in Industry 56211, Waste Collection;",naics_definition,0d1f8ba0-8f37-11e7-b164-1cc1de329608
"Repair and maintenance of commercial refrigeration equipment or production equipment--are classified in Industry 811310, Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance.",naics_definition,0d00318a-8f37-11e7-b164-1cc1de329608
"Manufacturing metal plate cooling towers--are classified in U.S. Industry 333415, Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing.",naics_definition,0d0c7948-8f37-11e7-b164-1cc1de329608
"Manufacturing vans, minivans, and light trucks--are classified in U.S. Industry 336112, Light Truck and Utility Vehicle Manufacturing;",naics_definition,0d105512-8f37-11e7-b164-1cc1de329608
"Merchant wholesale distribution of fresh fruits and vegetables--are classified in Industry 424480, Fresh Fruit and Vegetable Merchant Wholesalers.",naics_definition,0d141aa8-8f37-11e7-b164-1cc1de329608
"Offering courses in office procedures and secretarial and stenographic skills--are classified in Industry 61141, Business and Secretarial Schools;",naics_definition,0d1f8bc4-8f37-11e7-b164-1cc1de329608
"Manufacturing sporting and athletic goods--are classified in Industry 33992, Sporting and Athletic Goods Manufacturing;",naics_definition,0d141940-8f37-11e7-b164-1cc1de329608
"Manufacturing vehicular lighting fixtures--are classified in Industry 336320, Motor Vehicle Electrical and Electronic Equipment Manufacturing;",naics_definition,0d105468-8f37-11e7-b164-1cc1de329608
"Merchant wholesale distribution of household-type gas and electric appliances (except water heaters and heating stoves (i.e., noncooking)) and room air-conditioners--are classified in Industry 423620, Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers;",naics_definition,0d141a0e-8f37-11e7-b164-1cc1de329608
"Providing office administrative services--are classified in Industry 561110, Office Administrative Services;",naics_definition,0d1f8b24-8f37-11e7-b164-1cc1de329608
"Gathering tea and maple sap--are classified in U.S. Industry 111998, All Other Miscellaneous Crop Farming; and",naics_definition,0d002fa8-8f37-11e7-b164-1cc1de329608
"Merchant wholesale distribution of jewelry, precious and semiprecious stones, precious metals and metal flatware, costume jewelry, watches, clocks, silverware, and/or jewelers findings--are classified in Industry 423940, Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers; and",naics_definition,0d141a50-8f37-11e7-b164-1cc1de329608
"Manufacturing X-ray apparatus, tubes, or related irradiation apparatus--are classified in U.S. Industry 334517, Irradiation Apparatus Manufacturing;",naics_definition,0d105428-8f37-11e7-b164-1cc1de329608
"Retailing household appliances via electronic home shopping, mail-order, or direct sale--are classified in Subsector 454, Nonstore Retailers;",naics_definition,0d141b72-8f37-11e7-b164-1cc1de329608
"Designing, developing, and publishing prepackaged software--are classified in Industry 511210, Software Publishers;",naics_definition,0d105438-8f37-11e7-b164-1cc1de329608
"Manufacturing photographic chemicals--are classified in U.S. Industry 325992, Photographic Film, Paper, Plate, and Chemical Manufacturing.",naics_definition,0d08b074-8f37-11e7-b164-1cc1de329608
"Providing architectural, engineering, and related services--are classified in Industry Group 5413, Architectural, Engineering, and Related Services;",naics_definition,0d1bbfe0-8f37-11e7-b164-1cc1de329608
"Manufacturing carbon or graphite gaskets--are classified in Industry 33999, All Other Miscellaneous Manufacturing;",naics_definition,0d1054ea-8f37-11e7-b164-1cc1de329608
"Providing trust, fiduciary, and custody services to others--are classified in U.S. Industry 523991, Trust, Fiduciary, and Custody Activities; and",naics_definition,0d1bbd5e-8f37-11e7-b164-1cc1de329608
"Manufacturing car stereos--are classified in Industry 334310, Audio and Video Equipment Manufacturing.",naics_definition,0d105542-8f37-11e7-b164-1cc1de329608
"Government establishments primarily engaged in operating military courts are classified in Industry 928110, National Security; and",naics_definition,0d236352-8f37-11e7-b164-1cc1de329608
"Manufacturing basic chemicals--are classified in Industry Group 3251, Basic Chemical Manufacturing;",naics_definition,0d0c7724-8f37-11e7-b164-1cc1de329608
"Manufacturing dessert gelatins--are classified in Industry 31199, All Other Food Manufacturing; and",naics_definition,0d0c771c-8f37-11e7-b164-1cc1de329608
"Merchant wholesale distribution of bulk printing and/or writing paper--are classified in Industry 424110, Printing and Writing Paper Merchant Wholesalers;",naics_definition,0d141ad8-8f37-11e7-b164-1cc1de329608
"Retailing new office furniture--are classified in Industry 442110, Furniture Stores; and",naics_definition,0d17eccc-8f37-11e7-b164-1cc1de329608
"Manufacturing frozen bakery products--are classified in U.S. Industry 311813, Frozen Cakes, Pies, and Other Pastries Manufacturing; and",naics_definition,0d08ad0c-8f37-11e7-b164-1cc1de329608
"Manufacturing canned and frozen specialty foods containing meat, such as nationality foods (e.g., enchiladas, pizza, egg rolls) and frozen dinners--are classified in Industry Group 3114, Fruit and Vegetable Preserving and Specialty Food Manufacturing;",naics_definition,0d08ad16-8f37-11e7-b164-1cc1de329608
"Slaughtering and/or processing poultry and small game--are classified in U.S. Industry 311615, Poultry Processing;",naics_definition,0d08ad1e-8f37-11e7-b164-1cc1de329608
"Manufacturing metal plate cooling towers--are classified in Industry 33341, Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing; and",naics_definition,0d0c792c-8f37-11e7-b164-1cc1de329608
"Operating oil and gas field gathering lines--are classified in Sector 21, Mining, Quarrying, and Oil and Gas Extraction; and",naics_definition,0d17ee5c-8f37-11e7-b164-1cc1de329608
"Manufacturing vehicular lighting fixtures--are classified in Industry 33632, Motor Vehicle Electrical and Electronic Equipment Manufacturing;",naics_definition,0d105446-8f37-11e7-b164-1cc1de329608
"Manufacturing surface mining machinery and equipment--are classified in Industry 333120, Construction Machinery Manufacturing;",naics_definition,0d0c7a94-8f37-11e7-b164-1cc1de329608
"Manufacturing switches for electronic applications--are classified in U.S. Industry 334419, Other Electronic Component Manufacturing; and",naics_definition,0d1054ac-8f37-11e7-b164-1cc1de329608
"Establishments engaged in growing fruit(s) or the family of tree nut(s) accounting for one-half of the establishments agricultural production (i.e., value of crops for market) are classified in Industry Group 1113, Fruit and Tree Nut Farming, accordingly by the prominent fruit(s) or tree nut(s) grown.",naics_definition,0d002f0a-8f37-11e7-b164-1cc1de329608
"Arranging loans for others on a commission or fee basis--are classified in Industry 52231, Mortgage and Nonmortgage Loan Brokers; and",naics_definition,0d1bbcf4-8f37-11e7-b164-1cc1de329608
"Merchant wholesale distribution of household-type gas and electric appliances (except water heaters and heating stoves (i.e., noncooking))--are classified in Industry 423620, Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers; and",naics_definition,0d1419ac-8f37-11e7-b164-1cc1de329608
"Manufacturing tires and inner tubes from natural and synthetic rubber--are classified in U.S. Industry 326211, Tire Manufacturing (except Retreading).",naics_definition,0d0c77a6-8f37-11e7-b164-1cc1de329608
"Manufacturing vaccines, toxoids, blood fractions, and culture media of plant or animal origin (except diagnostic use)--are classified in U.S. Industry 325414, Biological Product (except Diagnostic) Manufacturing; and",naics_definition,0d1bbf5e-8f37-11e7-b164-1cc1de329608
"Manufacturing digital telecommunications switches, and local area network and wide area network communication equipment, such as bridges, routers, and gateways--are classified in Industry 334210, Telephone Apparatus Manufacturing;",naics_definition,0d105380-8f37-11e7-b164-1cc1de329608
"Milling flour and preparing flour mixes or doughs--are classified in Industry 31121, Flour Milling and Malt Manufacturing;",naics_definition,0d08ad6e-8f37-11e7-b164-1cc1de329608
"Providing business support services--are classified in Industry Group 5614, Business Support Services;",naics_definition,0d1f8b2a-8f37-11e7-b164-1cc1de329608
"Constructing or paving streets, highways, and public sidewalks--are classified in Industry 237310, Highway, Street, and Bridge Construction;",naics_definition,0d00314c-8f37-11e7-b164-1cc1de329608
"Retailing automotive vehicles and automotive parts and accessories and also providing automotive vehicle repair services--are classified in Subsector 441, Motor Vehicle and Parts Dealers;",naics_definition,0d1f8e42-8f37-11e7-b164-1cc1de329608
"Manufacturing prefabricated wood buildings not equipped with wheels--are classified in U.S. Industry 321992, Prefabricated Wood Building Manufacturing;",naics_definition,0d08af4e-8f37-11e7-b164-1cc1de329608
"Establishments, such as trade associations, schools and universities, and social welfare organizations, that publish magazines and periodicals for distribution to their membership, but that are not commonly known as periodical publishers, are classified according to their primary activity designation;",naics_definition,0d17ef30-8f37-11e7-b164-1cc1de329608
"Providing wired broadband Internet services or wired VoIP services via own operated telecommunications infrastructure--are classified in U.S. Industry 517311, Wired Telecommunications Carriers;",naics_definition,0d17f01a-8f37-11e7-b164-1cc1de329608
"Coating or impregnating fabrics--are classified in Industry 313320, Fabric Coating Mills;",naics_definition,0d08ae6a-8f37-11e7-b164-1cc1de329608
"Renting or leasing agricultural machinery and equipment with operators--are classified in Subsector 115, Support Activities for Agriculture and Forestry;",naics_definition,0d1bbe64-8f37-11e7-b164-1cc1de329608
"Tire retreading or recapping--are classified in U.S. Industry 326212, Tire Retreading; and",naics_definition,0d141b30-8f37-11e7-b164-1cc1de329608
"Retailing a general line of merchandise in combination with a general line of perishable groceries, known as warehouse clubs, superstores, or supercenters--are classified in U.S. Industry 452311, Warehouse Clubs and Supercenters;",naics_definition,0d17ecb4-8f37-11e7-b164-1cc1de329608
"Renting or leasing heavy equipment for mining with operators--are classified in Industry 21311, Support Activities for Mining;",naics_definition,0d1bbe46-8f37-11e7-b164-1cc1de329608
"Operating combustors and incinerators for the disposal of nonhazardous solid waste--are classified in U.S. Industry 562213, Solid Waste Combustors and Incinerators;",naics_definition,0d1f8b5e-8f37-11e7-b164-1cc1de329608
"Manufacturing paperboard--are classified in Industry 322130, Paperboard Mills; and",naics_definition,0d08af80-8f37-11e7-b164-1cc1de329608
"Establishments primarily engaged in providing deep sea transportation of cargo to and from domestic ports are classified in U.S. Industry 483113, Coastal and Great Lakes Freight Transportation.",naics_definition,0d17edac-8f37-11e7-b164-1cc1de329608
"Manufacturing solid wood structural members, such as dimension lumber and timber from logs or bolts--are classified in U.S. Industry 321113, Sawmills.",naics_definition,0d08af26-8f37-11e7-b164-1cc1de329608
"Manufacturing power boilers and heat exchangers--are classified in Industry 33241, Power Boiler and Heat Exchanger Manufacturing;",naics_definition,0d0c7928-8f37-11e7-b164-1cc1de329608
"Manufacturing electric light bulbs, tubes, and parts--are classified in Industry 335110, Electric Lamp Bulb and Part Manufacturing;",naics_definition,0d105472-8f37-11e7-b164-1cc1de329608
"Preparing and selling bakery products (e.g., cookies, pretzels) for immediate consumption--are classified in Industry 72251, Restaurants and Other Eating Places;",naics_definition,0d08ad44-8f37-11e7-b164-1cc1de329608
"Establishments primarily engaged in constructing marine facilities (e.g., ports), flood control structures, dams, or hydroelectric power generation facilities are classified in Industry 237990, Other Heavy and Civil Engineering Construction.",naics_definition,0d003110-8f37-11e7-b164-1cc1de329608
"Establishments known as medical and diagnostic laboratories primarily engaged in providing analytic or diagnostic services are classified in Industry 62151, Medical and Diagnostic Laboratories.",naics_definition,0d1f8c98-8f37-11e7-b164-1cc1de329608
Individual activities as part of a restoration project--are classified according to the primary activity.,naics_definition,0d002ff4-8f37-11e7-b164-1cc1de329608
"Providing water for irrigation--are classified in Industry 22131, Water Supply and Irrigation Systems; and",naics_definition,0d002fd0-8f37-11e7-b164-1cc1de329608
"Manufacturing passenger or freight elevators, dumbwaiters, and moving stairways--are classified in U.S. Industry 333921, Elevator and Moving Stairway Manufacturing; and",naics_definition,0d105318-8f37-11e7-b164-1cc1de329608
"Manufacturing glassware and glass parts for lighting fixtures--are classified in Industry 32721, Glass and Glass Product Manufacturing; and",naics_definition,0d105450-8f37-11e7-b164-1cc1de329608
"Establishments known as orthopedic laboratories primarily engaged in making orthopedic or prosthetic appliances to prescription are classified in U.S. Industry 339113, Surgical Appliance and Supplies Manufacturing.",naics_definition,0d1f8c84-8f37-11e7-b164-1cc1de329608
"Providing executive search, recruitment, and placement services--are classified in U.S. Industry 561312, Executive Search Services;",naics_definition,0d1bc032-8f37-11e7-b164-1cc1de329608
"Conducting building inspections and enforcing building codes and standards--are classified in Industry 926150, Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors; and",naics_definition,0d2363ae-8f37-11e7-b164-1cc1de329608
"Rug repair not associated with rug cleaning--are classified in Industry 811490, Other Personal and Household Goods Repair and Maintenance; and",naics_definition,0d1f8b0a-8f37-11e7-b164-1cc1de329608
"Manufacturing chocolate confectioneries from chocolate made elsewhere--are classified in U.S. Industry 311352, Confectionery Manufacturing from Purchased Chocolate;",naics_definition,0d00324e-8f37-11e7-b164-1cc1de329608
"Providing packing and crating services incidental to transportation--are classified in U.S. Industry 488991, Packing and Crating;",naics_definition,0d1f8b1c-8f37-11e7-b164-1cc1de329608
"Renting or leasing space for self-storage--are classified in Industry 531130, Lessors of Miniwarehouses and Self-Storage Units.",naics_definition,0d1bbdd4-8f37-11e7-b164-1cc1de329608
"Manufacturing bakery ovens--are classified in U.S. Industry 333241, Food Product Machinery Manufacturing;",naics_definition,0d105362-8f37-11e7-b164-1cc1de329608
"Establishments primarily engaged in manufacturing pig iron ore are classified in Industry 331110, Iron and Steel Mills and Ferroalloy Manufacturing.",naics_definition,0d003018-8f37-11e7-b164-1cc1de329608
"Providing satellite television distribution services--are classified in U.S. Industry 517311, Wired Telecommunications Carriers; and",naics_definition,0d17f00e-8f37-11e7-b164-1cc1de329608
"Providing employment services--are classified in Industry Group 5613, Employment Services;",naics_definition,0d1f8b28-8f37-11e7-b164-1cc1de329608
"Mixing purchased dried and/or dehydrated potatoes, rice, and pasta and packaging them with other purchased ingredients; mixing purchased dried and/or dehydrated ingredients for soup mixes and bouillon; and manufacturing canned puddings--are classified in Industry 31199, All Other Food Manufacturing;",naics_definition,0d00328a-8f37-11e7-b164-1cc1de329608
"Raising horses and other equines--are classified in Industry 112920, Horses and Other Equine Production; and",naics_definition,0d002f9e-8f37-11e7-b164-1cc1de329608
"Manufacturing paperboard and converting paperboard into containers--are classified in Industry 322130, Paperboard Mills;",naics_definition,0d08af9e-8f37-11e7-b164-1cc1de329608
"Manufacturing carnival and amusement park equipment, automotive maintenance equipment, and coin-operated vending machines--are classified in Industry 33331, Commercial and Service Industry Machinery Manufacturing; and",naics_definition,0d10533a-8f37-11e7-b164-1cc1de329608
"Constructing parking lots, private driveways, sidewalks, or erecting billboards--are classified in Industry 238990, All Other Specialty Trade Contractors.",naics_definition,0d00313e-8f37-11e7-b164-1cc1de329608
"Retailing newspapers, magazines, and other periodicals via electronic home shopping, mail-order, or direct sale--are classified in Subsector 454, Nonstore Retailers;",naics_definition,0d17ec7c-8f37-11e7-b164-1cc1de329608
"Manufacturing petrochemicals by refining crude petroleum--are classified in Industry 324110, Petroleum Refineries;",naics_definition,0d08b04c-8f37-11e7-b164-1cc1de329608
